Name,Symbol,Market_Cap,Price,Circulating_Supply,Volume,Scrapping_Time
SpaceChain,SPC,4989957.2762400005,0.00967189341264,515923518.111,510137.43069,20190407181705
TEMCO,TEMCO,4981253.9699099995,0.00221887679192,2244943923.0,283292.110019,20190407181705
SIX,SIX,4971363.7261,0.018158468615400002,273776596.0,45009.2439642,20190407181705
BOX Token,BOX,4896619.44404,0.049184707523,99555729.6289,3992662.41193,20190407181705
BaaSid,BAAS,4871696.78807,0.0015514957923800001,3140000000.0,80352.571963,20190407181705
DeepOnion,ONION,4831952.76567,0.29980237588,16117126.3286,11750.2874073,20190407181705
Global Curren...,GCR,4777533.2627,0.045199601749,105698569.851,4345.76070289,20190407181705
Skrumble Network,SKM,4754267.308119999,0.00476482909425,997783386.158,3250708.1815,20190407181705
Distributed C...,DCC,4744654.086630001,0.00157293498689,3016433690.0,21473.6773131,20190407181705
Nasdacoin,NSD,4723189.60183,0.239707577877,19703964.4873,224651.74463,20190407181705
Optimal Shelf...,OSA,4711379.6006,0.005460881571640001,862750737.0,213849.737534,20190407181705
BitMart Token,BMX,4707738.2602,0.0373105038169,126177290.001,7855370.2254,20190407181705
Neumark,NEU,4689554.56114,0.126872973679,36962596.7229,4849.63509806,20190407181705
FintruX Network,FTX,4680060.09596,0.0492637904838,95000000.0,44401.5835211,20190407181705
EDC Blockchain,EDC,4656334.76826,0.0052541997095500005,886211987.679,1080437.85011,20190407181705
HTMLCOIN,HTML,4649087.022609999,8.76073250042e-05,53067332239.5,19787.8573574,20190407181705
Unikoin Gold,UKG,4605434.71569,0.0321333974055,143322371.35,24568.7380782,20190407181705
XTRABYTES,XBY,4603288.015980001,0.0107053209674,430000000.0,2124.88157521,20190407181705
LTO Network,LTO,4593285.47783,0.105457337588,43555864.228,2988047.34424,20190407181705
Bloom,BLT,4567561.99237,0.0954325133651,47861696.5152,50379.6430124,20190407181705
LinkEye,LET,4553888.43339,0.007589814055649999,600000000.0,4283947.69386,20190407181705
CommerceBlock,CBT,4519359.15048,0.026008202461099996,173766686.0,91820.3178957,20190407181705
Datum,DAT,4482647.59316,0.0045646876834300005,982027228.158,3544161.07207,20190407181705
CVCoin,CVN,4481889.14414,0.362000562491,12380890.0,1395451.02547,20190407181705
TE-FOOD,TFD,4466915.67672,0.008723929122010001,512030257.726,17957.2084427,20190407181705
Airbloc,ABL,4405326.83871,0.0175248352109,251376220.415,865962.765304,20190407181705
HalalChain,HLC,4395419.06527,0.011298987491,389009994.814,351729.408769,20190407181705
FansTime,FTI,4374692.91507,0.0015349799702,2850000000.0,1108751.75622,20190407181705
Omnitude,ECOM,4363838.16514,0.0673293610277,64813301.3374,57355.1217232,20190407181705
HiCoin,XHI,4357502.8312800005,0.000982614001843,4434602827.87,9503.94605888,20190407181705
AC3,AC3,4357474.23015,0.00887454270592,491008311.588,947.069029402,20190407181705
Digix Gold Token,DGX,4317487.0103400005,43.4326591228,99406.4627297,36854.7498173,20190407181705
Breezecoin,BRZC,4301504.37311,0.105451628484,40791256.0,3030.57385894,20190407181705
Plair,PLA,4259154.21585,0.00021447502724099998,19858508800.0,120643.506521,20190407181705
ZPER,ZPR,4253755.094880001,0.0034186686711799997,1244272406.61,256291.345542,20190407181705
Quanta Utilit...,QNTU,4236812.43044,0.000144701941804,29279582413.5,22314.3887945,20190407181705
Observer,OBSR,4232109.503280001,0.00316081747022,1338928787.62,672933.18277,20190407181705
bitUSD,BITUSD,4222253.36331,1.01938043238,4141980.0,15628.2795755,20190407181705
Remme,REM,4212025.77984,0.0068564546992,614315410.023,412598.225775,20190407181705
Beetle Coin,BEET,4183033.8106,0.023144215877900002,180737763.278,18495.1961265,20190407181705
Consensus,SEN,4165399.9652699996,0.00255977382619,1627253127.85,35970.1266087,20190407181705
BABB,BAX,4158086.07389,0.000198004098766,20999999999.0,15239.8278458,20190407181705
nOS,NOS,4156820.11702,0.051960251462699995,80000000.0,102703.891269,20190407181705
Lendingblock,LND,4154897.36509,0.005732869605340001,724750020.691,43365.2897806,20190407181705
Stealth,XST,4084067.3500599996,0.129186047104,31613842.5287,855.500361093,20190407181705
Wibson,WIB,4036238.5341199995,0.0015918136455100001,2535622524.35,21866.842044,20190407181705
ColossusXT,COLX,4031978.41254,0.000362015684889,11137579339.3,1273.49163942,20190407181705
Hashgard,GARD,4014219.38466,8.073395901800001e-05,49721572353.0,434040.760894,20190407181705
Nexty,NTY,3994534.1947199996,2.63983962206e-05,1.51317305844e+11,87214.1401991,20190407181705
Crown,CRW,3969757.38864,0.181008557802,21931324.3354,28011.8355042,20190407181705
Travala.com,AVA,3967084.98894,0.10099901208999999,39278453.3913,8839.38893499,20190407181705
COVA,COVA,3913354.71781,0.00246227021957,1589327883.96,5371465.40733,20190407181705
ContentBox,BOX,3862074.2343800003,0.006274935609659999,615476313.165,742033.219445,20190407181705
GINcoin,GIN,3861707.58366,0.663021816321,5824405.00238,21580.0007176,20190407181705
SpankChain,SPANK,3861542.3612599997,0.0128699466192,300043386.0,10735.1292523,20190407181705
Dimecoin,DIME,3843843.02693,7.13015445602e-06,5.3909674056e+11,5600.13077064,20190407181705
Rublix,RBLX,3840684.85228,0.184472849714,20819783.8231,9541.50780304,20190407181705
NAGA,NGC,3823503.6766,0.0612877239193,62386126.1617,934414.669587,20190407181705
Neurotoken,NTK,3816337.1076599997,0.0483652349816,78906617.7206,7916.84882816,20190407181705
Haven Protocol,XHV,3812902.33137,0.48577568818800004,7849100.77651,3294116.26717,20190407181705
Timicoin,TMC,3804319.25041,0.011995347710599999,317149560.162,23500.9530326,20190407181705
AI Doctor,AIDOC,3793061.66365,0.00855651277867,443295272.474,449372.115587,20190407181705
Divi,DIVI,3786630.2587800003,0.00414808551391,912862149.559,21861.3545258,20190407181705
CloakCoin,CLOAK,3762357.23806,0.713436839861,5273567.36834,65908.3000681,20190407181705
HashCoin,HSC,3751559.63501,0.000291634444617,12863911325.5,136368.247006,20190407181705
Wowbit,WWB,3744266.52819,0.013479359490700001,277777778.0,1081278.3896,20190407181705
Lamden,TAU,3741803.0348300003,0.0263107539683,142215728.19,8154.573264,20190407181705
Zebi,ZCO,3732668.1829800005,0.0074653363659600005,500000000.0,725829.589112,20190407181705
Change,CAG,3724165.53439,0.11757931170999998,31673646.3263,125515.298766,20190407181705
DADI,DADI,3699194.5320800003,0.0492548374872,75103172.0091,143828.529514,20190407181705
Phantasma,SOUL,3686244.94003,0.06319319758650001,58332939.0,729116.371076,20190407181705
Sakura Bloom,SKB,3684901.58,0.00142661676026,2582965294.29,32142.1033024,20190407181705
Covesting,COV,3663174.38551,0.20350968808400002,18000000.0,75047.5286609,20190407181705
Ulord,UT,3656518.58162,0.0485859112053,75258824.8508,396615.672723,20190407181705
Phore,PHR,3653604.2932800003,0.216437638422,16880632.7768,358967.142204,20190407181705
PolySwarm,NCT,3637938.58756,0.0023524341659,1546457129.51,134558.757615,20190407181705
Howdoo,UDOO,3609218.8132800004,0.0215460034339,167512217.491,3283.2201675,20190407181705
Flash,FLASH,3596396.81102,0.00399599645669,900000000.0,1661.67361115,20190407181705
GridCoin,GRC,3595148.6324699996,0.0086283876288,416665173.974,4497.98387391,20190407181705
Diamond,DMD,3585970.0739,1.1310060857,3170601.92623,3522.15094833,20190407181705
ZelCash,ZEL,3584064.0121,0.060584040888400005,59158550.0,411589.160482,20190407181705
AMLT,AMLT,3580477.34365,0.0153166368043,233763938.481,1304.50907815,20190407181705
Eden,EDN,3566752.97907,0.00594458829845,600000000.0,116100.03863,20190407181705
Medicalchain,MTN,3530913.44195,0.013459333097700001,262339405.402,1458737.4409,20190407181705
ION,ION,3525656.0052,0.25520330514,13815087.5564,191267.710858,20190407181705
Cloudbric,CLB,3508449.3795,0.00905914838087,387282472.038,458150.683854,20190407181705
XEL,XEL,3494262.0555199995,0.0381152264235,91676277.0,26391.639877,20190407181705
PACcoin,$PAC,3478583.7091699997,0.0006177196816139999,5631330541.52,8560.65155296,20190407181705
Peerplays,PPY,3473924.7176099997,0.771719007772,4501540.95289,160691.288703,20190407181705
Graft,GRFT,3449959.16029,0.00661728899113,521355371.5,4225.84457445,20190407181705
Egretia,EGT,3435120.78798,0.000991580432114,3464288601.03,194753.053096,20190407181705
ICE ROCK MINING,ROCK2,3400716.37375,0.216395642007,15715272.0,11236.3511454,20190407181705
Rate3,RTE,3390157.00612,0.00381181036634,889382387.974,732408.430309,20190407181705
Bean Cash,BITB,3384254.9062200002,0.00129243239538,2618516000.0,80869.1408855,20190407181705
Decision Token,HST,3380238.39126,0.10554669825999999,32025998.4158,108488.042617,20190407181705
Cajutel,CAJ,3364502.8846299998,7.88005195134,426964.55625,17109.8211873,20190407181705
VINchain,VIN,3327750.98289,0.00693124200772,480108901.0,742520.232078,20190407181705
Radium,RADS,3327745.06285,0.9341602338580001,3562285.07941,22617.4094858,20190407181705
DAEX,DAX,3325063.8297599996,0.00937517904886,354666701.556,2549545.25047,20190407181705
Semux,SEM,3291309.0416599996,0.332464022221,9899745.0,68681.6786199,20190407181705
Blue Whale Token,BWX,3276626.19573,8.73814261621e-05,37497971132.4,179766.292827,20190407181705
Unibright,UBT,3240458.2135900003,0.022984545582300002,140984219.243,754472.223919,20190407181705
Dynamic,DYN,3237332.86432,0.230759140854,14029055.804,8426.5560302,20190407181705
MonetaryUnit,MUE,3221198.1564,0.0207273165009,155408354.78,165167.574393,20190407181705
Moneytoken,IMT,3192773.03376,0.000338564025376,9430337526.88,41320.2942847,20190407181705
Constellation,DAG,3182985.6540599996,0.00307322955321,1035713603.21,137702.839644,20190407181705
STK,STK,3167935.38169,0.009209880937290001,343971371.971,2938044.21538,20190407181705
PIBBLE,PIB,3163006.61547,0.000544945278335,5804264650.46,329110.011136,20190407181705
Opacity,OPQ,3161042.28739,0.036983330119,85472083.6987,10272.0537043,20190407181705
Insureum,ISR,3145106.61681,0.017332257666,181459719.64,104939.563931,20190407181705
Morpheus Labs,MITX,3112651.9243,0.0151410303803,205577285.437,62738.3963833,20190407181705
NANJCOIN,NANJ,3051274.37813,0.00015759176650100002,19361889557.3,9419.28257415,20190407181705
Maecenas,ART,3050991.32521,0.07765873466510001,39287162.4597,1704.71449322,20190407181705
aXpire,AXPR,3050554.17062,0.0107330739496,284219990.0,3037.15349861,20190407181705
EchoLink,EKO,3038288.6571299997,0.007595802348229999,399995750.0,2270497.4537,20190407181705
Etheroll,DICE,3036748.40373,0.43372066106000007,7001622.64879,12390.7660264,20190407181705
Liquidity Net...,LQD,3033291.88233,0.07032147475480001,43134645.4679,74184.8398268,20190407181705
Switcheo,SWTH,3016933.38393,0.00577188469379,522694673.228,57182.7293182,20190407181705
LIFE,LIFE,3010868.95794,0.000128436514006,23442468687.7,23038.7331447,20190407181705
SolarCoin,SLR,2999608.2532099998,0.05783305567580001,51866674.1392,5387.29059077,20190407181705
ATC Coin,ATCC,2998363.43983,0.009929653069719999,301960543.714,50774.7653645,20190407181705
PAL Network,PAL,2992274.49148,0.006823512852899999,438524050.0,147109.599802,20190407181705
Sentinel,SENT,2978643.96619,0.0014893443238900002,1999969999.15,5298.41944001,20190407181705
SophiaTX,SPHTX,2973765.01549,0.00905688355921,328343076.959,43510.9483383,20190407181705
Mooncoin,MOON,2966303.3272,1.31552077672e-05,2.2548509911e+11,811.429516827,20190407181705
Soarcoin,SOAR,2905259.17663,0.0026892593734599997,1080319438.62,503.202920268,20190407181705
RevolutionVR,RVR,2887440.8023,0.013749718106200001,210000000.0,65420.1993541,20190407181705
Xaurum,XAUR,2874758.5994,0.0331546195068,86707633.5714,6283.94885806,20190407181705
EveryCoin ,EVY,2865876.96163,0.00030553059292400003,9380000000.0,249787.352543,20190407181705
CEEK VR,CEEK,2858555.0616200003,0.00581063915989,491951914.921,71450.8719893,20190407181705
NeuroChain,NCC,2854627.06892,0.00882285419134,323549160.738,320447.254424,20190407181705
Bitcoin Green,BITG,2834285.01625,0.356781159116,7944043.41103,4344.99186151,20190407181705
Vexanium,VEX,2832945.83006,0.00589726956914,480382624.0,1001396.72315,20190407181705
WeShow Token,WET,2815855.85949,0.017628524304299998,159732931.179,184418.288598,20190407181705
Fiii,FIII,2804839.74735,0.00581428778194,482404699.0,498715.694713,20190407181705
Myriad,XMY,2787561.2141299997,0.00168216789666,1657124250.0,8554.5173185,20190407181705
SUQA,SUQA,2779605.56921,0.004763211669699999,583557011.941,49464.4961962,20190407181705
LUXCoin,LUX,2722511.2243,0.518781021829,5247900.57799,1398.67964213,20190407181705
Cashbery Coin,CBC,2690340.71867,0.0407869869608,65960761.4864,26425.2030152,20190407181705
PlayChip,PLA,2688378.3105,0.0018403656720999998,1460784859.91,179139.755172,20190407181705
SPINDLE,SPD,2659014.2341,0.000844429807861,3148887224.67,20316.0052152,20190407181705
ugChain,UGC,2648386.72482,0.00465575070526,568842039.121,47619.8314547,20190407181705
UpToken,UP,2626618.038,0.017924453410400002,146538250.17,62473.82941,20190407181705
Bitcoin Atom,BCA,2603660.28148,0.141357837007,18418931.25,65593.5167263,20190407181705
Zeusshield,ZSC,2590148.41474,0.00224611002408,1153170765.0,41534.6696482,20190407181705
ADAMANT Messe...,ADM,2583041.9561,0.0318323476574,81145191.8,64487.4753108,20190407181705
Blackmoon,BMC,2581136.7066599997,0.117631609311,21942543.5202,76197.0831927,20190407181705
MVL,MVL,2568383.84952,0.000409231204644,6276119270.41,82617.1960685,20190407181705
Rapids,RPD,2555158.2097,0.00025858263206400003,9881399184.86,2739.01431222,20190407181705
Starta,STA,2548328.9018200003,0.509948189671,4997231.0,916.764732149,20190407181705
YGGDRASH,YEED,2548243.83978,0.0005187669293240001,4912116975.35,156887.140281,20190407181705
Ultiledger,ULT,2540870.7211700003,0.00707408471087,359180137.787,19728.6283912,20190407181705
Zap,ZAP,2539017.17349,0.0193030867493,131534257.006,861.254804882,20190407181705
SelfSell,SSC,2533816.09086,0.00649696433555,390000000.0,3278439.33691,20190407181705
HorusPay,HORUS,2533484.5525599997,0.0029025059221100004,872861114.0,1243590.76582,20190407181705
Experience Po...,XP,2508228.74417,9.28284542777e-06,2.70200421163e+11,11389.9073517,20190407181705
Zen Protocol,ZP,2504559.14216,0.140052476765,17883004.9993,6989.21760763,20190407181705
Trinity Netwo...,TNC,2478644.57283,0.007435933725930001,333333333.0,233037.186266,20190407181705
MktCoin,MLM,2446409.2552099996,0.0020226116409500002,1209529899.7,3771.51818382,20190407181705
Olympus Labs,MOT,2435018.46419,0.06324723283610001,38500000.0,5120.74007751,20190407181705
BANKEX,BKX,2427025.2601900003,0.025627037941400005,94705649.0,1537533.72518,20190407181705
AidCoin,AID,2416836.93272,0.052945543094800006,45647599.2396,40491.4586062,20190407181705
Rotharium,RTH,2416701.37952,0.719841189224,3357270.20862,3463.556633,20190407181705
Bodhi,BOT,2404921.7508099996,0.0601230437703,40000000.0,31173.389077,20190407181705
ZMINE,ZMN,2400772.76219,0.018085902800099998,132742765.939,29788.0453402,20190407181705
Business Cred...,BCAC,2395817.80817,0.00369302280454,648741677.204,45865.4419933,20190407181705
XinFin Network,XDCE,2373037.01823,0.000612282164007,3875724555.98,101311.865798,20190407181705
Hi Mutual Soc...,HMC,2367883.0529099996,0.00585964625814,404100000.0,232716.541474,20190407181705
GoldCoin,GLC,2365355.4391799998,0.056774791210199994,41662072.0,5189.42362923,20190407181705
CoinPoker,CHP,2356319.8535700003,0.0073083565692,322414462.303,109835.63192,20190407181705
FuzeX,FXT,2347236.4639,0.00295795200952,793534329.273,6578.28178662,20190407181705
Humaniq,HMQ,2346154.17838,0.012662287723999998,185286753.036,109428.300148,20190407181705
Cardstack,CARD,2342846.86224,0.0009857040526900002,2376825839.2,240332.351987,20190407181705
BitGuild PLAT,PLAT,2338329.32061,0.0007761786335069999,3012617482.19,412495.975313,20190407181705
Vipstar Coin,VIPS,2331217.1919299997,6.71381614974e-05,34722684386.0,1287789.36817,20190407181705
Peculium,PCL,2328554.23477,0.0011475500637100002,2029152634.3,40131.7774286,20190407181705
HyperSpace,AMP,2302570.12843,0.0228591576907,100728564.0,5542.63477968,20190407181705
Noku,NOKU,2296947.7658700002,0.0966036533069,23777027.9616,9564.47789751,20190407181705
Hiveterminal ...,HVN,2293640.02916,0.0055844529187,410718840.781,52670.068898,20190407181705
NoLimitCoin,NLC2,2281496.86878,0.0108343854505,210579259.821,29659.2205041,20190407181705
OracleChain,OCT,2277455.56976,0.0759151856586,30000000.0,52942.0990303,20190407181705
SureRemit,RMT,2274479.5416900003,0.00454895908339,500000000.0,4732.84301146,20190407181705
TRAXIA,TMT,2271425.67446,0.004613405699939999,492353333.35,166397.109901,20190407181705
Sharder,SS,2250726.08215,0.00794515713184,283282765.187,762904.7927,20190407181705
Brickblock,BBK,2222105.11649,0.029576296697499997,75131282.9736,19547.76334,20190407181705
Bitcoin Interest,BCI,2218903.66812,0.121073651149,18326891.5,72235.4776475,20190407181705
Curecoin,CURE,2214851.73013,0.0919032738555,24099813.1755,3841.11723312,20190407181705
DATx,DATX,2203638.78393,0.0015838674210899998,1391302551.33,1874753.66351,20190407181705
Gambit,GAM,2183792.91268,1.89228081006,1154053.29963,1077.04491617,20190407181705
FarmaTrust,FTT,2172281.8895,0.0036204698158299998,600000000.0,193865.764223,20190407181705
Halo Platform,HALO,2139142.07596,0.000545600409535,3920712005.67,8471.87697621,20190407181705
DIMCOIN,DIM,2133385.08894,0.00101469776882,2102483275.81,149665.375881,20190407181705
The Abyss,ABYSS,2121181.1802,0.009477870423399998,223803564.033,573362.049975,20190407181705
Ivy,IVY,2068748.3868900002,0.00659171649942,313840619.066,630.838787355,20190407181705
Kleros,PNK,2063550.5703200002,0.00885267411545,233099122.752,6073.40220383,20190407181705
ALQO,XLQ,2054674.8291099998,0.0357878362776,57412658.6801,1805.39001103,20190407181705
Hubii Network,HBT,2041483.19516,0.134815134485,15142833.9479,1583.87262711,20190407181705
DaTa eXchange,DTX,2038774.4369700002,0.027561742225200005,73971174.2572,134949.526266,20190407181705
Fountain,FTN,2021942.62148,0.0480925276009,42042760.5357,182073.474444,20190407181705
Omni,OMNI,1998814.73872,3.55660687819,562000.470442,566.29757029,20190407181705
Blockparty (B...,BOXX,1987481.31385,0.0849991594796,23382364.32,11513.4526199,20190407181705
Eligma Token,ELI,1986442.3710599998,0.014283439921600001,139073107.176,130113.192998,20190407181705
Storiqa,STQ,1976078.8562099999,0.000197196187508,10020877589.9,127423.8412,20190407181705
Electrify.Asia,ELEC,1974704.27622,0.0037287287403200003,529591829.749,28391.6764239,20190407181705
RightMesh,RMESH,1968991.5687799999,0.0322599273994,61035213.8863,49008.2055495,20190407181705
Gems ,GEM,1960403.4997900003,0.0017005656239400002,1152794971.38,89133.127045,20190407181705
EXRNchain,EXRN,1957468.1267,2.11618175859e-05,92500000000.0,91727.9502152,20190407181705
Footballcoin,XFC,1953668.43722,0.00521450300063,374660526.033,3294.43097919,20190407181705
ValueCyberToken,VCT,1950204.77,0.018084742237099997,107837023.3,395248.914697,20190407181705
FNKOS,FNKOS,1944840.5903200002,0.0140222780412,138696478.889,4250.71995589,20190407181705
Happycoin,HPC,1944212.2322,0.102085716556,19044899.696,282699.25929,20190407181705
Masari,MSR,1922660.01499,0.17741643631200002,10836989.2607,3543.65042605,20190407181705
Expanse,EXP,1922404.4975400001,0.18316851612100002,10495278.0,251132.240407,20190407181705
Winding Tree,LIF,1911279.6235200001,0.08948806731589999,21357927.1611,1782.02277612,20190407181705
Acute Angle C...,AAC,1907375.38417,0.00762950153668,250000000.0,2454419.60332,20190407181705
Paypex,PAYX,1906058.74208,0.027854640522,68428768.29,17643.5563723,20190407181705
LocalCoinSwap,LCS,1902913.7032599999,0.036305001541800004,52414643.2296,206136.823947,20190407181705
Matchpool,GUP,1902704.99488,0.0253693999318,75000000.0,427220.245103,20190407181705
DubaiCoin,DBIX,1883530.3121599997,0.44181428514399995,4263172.051,1442.28769469,20190407181705
Anoncoin,ANC,1882634.94589,0.892110080621,2110316.862,516.090542992,20190407181705
AICHAIN,AIT,1881053.38697,0.00351554690687,535067071.156,235251.717284,20190407181705
Repme,RPM,1871175.21549,5.16606342359e-05,36220523483.0,6946.1979906,20190407181705
FREE Coin,FREE,1869932.73004,2.14929840942e-07,8.70020059499e+12,6405.88249759,20190407181705
eXPerience Chain,XPC,1855605.96898,2.03709448617e-05,91090814961.0,11960.8552699,20190407181705
Merculet,MVP,1834285.78624,0.00060709205036,3021429427.64,286443.601745,20190407181705
TransferCoin,TX,1825962.5885700001,0.245275243627,7444545.0,10501.4586879,20190407181705
VegaWallet Token,VGW,1825761.9060400003,0.174025649168,10491337.9997,64029.0843137,20190407181705
Zilla,ZLA,1824097.99658,0.030401633276299998,60000000.0,418522.236477,20190407181705
BitSend,BSD,1813730.16991,0.0796596266581,22768499.5022,572762.852136,20190407181705
OKCash,OK,1798438.68153,0.024158154427,74444373.9262,12831.3714437,20190407181705
AIDUS TOKEN,AID,1792499.6995400002,0.0112031231221,160000000.0,8824.63260686,20190407181705
Friendz,FDZ,1787835.8622700002,0.0035629510299300003,501785134.641,46762.3722662,20190407181705
Snetwork,SNET,1783877.55924,0.0127705023043,139687344.846,375436.305567,20190407181705
TrustNote,TTT,1778742.9426400003,0.005737881478079999,309999945.004,106326.410329,20190407181705
Spectre.ai Ut...,SXUT,1767551.15445,0.07205801219630001,24529557.5131,26638.9815886,20190407181705
Pluton,PLU,1764629.56648,2.07603600529,849999.5,22217.89543,20190407181705
Welltrado,WTL,1764466.61126,0.0439665344843,40132037.5134,594.902409696,20190407181705
Circuits of V...,COVAL,1758336.91014,0.0017583369101400001,1000000000.0,3694.59729472,20190407181705
Xriba,XRA,1748861.1935700001,0.0200528901287,87212425.8573,5399.10623303,20190407181705
Upfiring,UFR,1745229.2569400002,0.08079765076260001,21600000.0058,13498.4908047,20190407181705
Privatix,PRIX,1744925.12265,1.59589135789,1093385.90878,1166.98134984,20190407181705
GeoCoin,GEO,1730872.69824,0.544205273689,3180551.1301,4177.06916955,20190407181705
Ubex,UBEX,1729530.18975,0.0005592489229,3092594583.43,589342.353416,20190407181705
ProChain,PRA,1726869.97088,0.034842093912199994,49562749.45,156594.533634,20190407181705
adbank,ADB,1721725.53655,0.00264452596347,651052612.2,81353.4036373,20190407181705
SafeCoin,SAFE,1721241.50799,0.06206012700209999,27735062.61,555.901382451,20190407181705
Digital Asset...,DAGT,1720341.0951200002,0.0746276463028,23052329.5367,483591.741935,20190407181705
Effect.AI,EFX,1713675.12219,0.00829190178466,206668526.316,3045.57663999,20190407181705
Adshares,ADS,1672967.15571,0.0551776118123,30319673.1566,16215.3495983,20190407181705
GMB,GMB,1658567.54914,0.00320584794045,517356899.0,123093.584721,20190407181705
Hacken,HKN,1655861.5023299998,0.308957286146,5359515.94793,53583.314765,20190407181705
POPCHAIN,PCH,1651359.9483,0.0020129964999,820349140.389,213636.360428,20190407181705
Chronobank,TIME,1643604.6673700002,2.31456839304,710112.8108,51806.169988,20190407181705
Qbao,QBT,1641683.67055,0.0251208634426,65351403.0,184305.388348,20190407181705
PlayGame,PXG,1636895.98902,0.0023677965026799998,691316161.322,135898.218527,20190407181705
CanYaCoin,CAN,1597643.61405,0.0320170610344,49899758.5173,9103.51733892,20190407181705
NewYorkCoin,NYC,1591409.5958399998,1.18740121538e-05,1.3402458876e+11,700.59893455,20190407181705
Energo,TSL,1578837.94184,0.0026210046369299998,602378919.746,150887.641613,20190407181705
KARMA,KARMA,1571734.02078,0.00047642290483599996,3299031186.0,12363056.4876,20190407181705
Skychain,SKCH,1566627.65463,0.20939082514000001,7481835.24078,5799.8877012,20190407181705
Gentarium,GTM,1560907.50777,0.487376893702,3202670.3111,2955.05553007,20190407181705
SIBCoin,SIB,1554573.62862,0.0890139950935,17464373.1807,21999.2780446,20190407181705
TrueFlip,TFL,1553352.57517,0.24864513957400003,6247267.0,20586.880295,20190407181705
Scanetchain,SWC,1549738.97747,0.00414745438525,373660282.554,338875.647657,20190407181705
Bounty0x,BNTY,1543025.63933,0.00695586126545,221830996.974,6355.65421752,20190407181705
Stox,STX,1536083.46686,0.0293614025838,52316419.9148,110067.977754,20190407181705
Cappasity,CAPP,1531727.5288,0.00289366001562,529339148.53,8261.17317097,20190407181705
Musicoin,MUSIC,1522404.9215,0.00103433052826,1471874686.0,4336.91227229,20190407181705
Lunes,LUNES,1520609.41499,0.0100883975858,150728537.615,6657.58231773,20190407181705
Pirl,PIRL,1516865.6297799998,0.0365993262999,41445179.0,3141.6065972,20190407181705
Uquid Coin,UQC,1505221.1436,0.15052211436,10000000.0,499815.232627,20190407181705
Databits,DTB,1502049.7328299999,0.0660305247793,22747808.5,2871.49682804,20190407181705
indaHash,IDH,1496961.96934,0.0037430013842800003,399936258.54,129737.363337,20190407181705
Patientory,PTOY,1495097.52225,0.021358536032099997,70000000.0,77185.2269117,20190407181705
Winco,WCO,1492014.47894,0.00322803354879,462205381.819,32592.4576117,20190407181705
Miners' Rewar...,MRT,1488789.99735,0.148878999735,10000000.0,58863.6902759,20190407181705
Aventus,AVT,1472543.48898,0.24542391483000003,6000000.0,17165.5664985,20190407181705
Matryx,MTX,1470609.35445,0.0633220014447,23224303.1,391558.537888,20190407181705
RED,RED,1454165.38205,0.011185886754,130000009.3,49333.9560528,20190407181705
LikeCoin,LIKE,1442590.36814,0.00304614664921,473578765.0,99413.1453869,20190407181705
Cryptopay,CPAY,1425262.75624,0.0208561838078,68337658.0,1011.8958114,20190407181705
Ink Protocol,XNK,1423791.12897,0.0051246645732099996,277831087.016,24808.9440397,20190407181705
CargoX,CXO,1421772.06014,0.011015391149,129071409.35,15175.0057734,20190407181705
MidasProtocol,MAS,1420557.8470700001,0.00494537109512,287250000.0,206492.07754,20190407181705
Tolar,TOL,1412858.06122,0.00576333076318,245146100.281,256924.310177,20190407181705
Nework,NKC,1409923.1559899999,0.009553219909629998,147586171.922,82289.7429933,20190407181705
Kuai Token,KT,1406773.04235,0.148319524377,9484746.18067,2996080.48372,20190407181705
GoNetwork,GOT,1404188.38968,0.022650165354299995,61994619.8058,1424288.50553,20190407181705
Wixlar,WIX,1404054.02701,0.0181753832529,77250312.0,12437.2133763,20190407181705
Bulwark,BWK,1401984.46168,0.0800054663606,17523608.3914,2305.10937729,20190407181705
CoinFi,COFI,1401040.59768,0.00750590807139,186658374.224,100828.925671,20190407181705
CoTrader,COT,1374751.99309,8.74270736012e-05,15724556896.0,93316.3064718,20190407181705
SRCOIN,SRCOIN,1363230.30816,0.000269837160199,5052048083.95,11105.6257734,20190407181705
Rise,RISE,1360711.9596799999,0.0100249877315,135732032.41,1571.72485128,20190407181705
OWNDATA,OWN,1359917.70866,0.000123628882606,10999999999.9,22473.5347566,20190407181705
HOQU,HQX,1355335.95227,0.008463231859000001,160144017.658,214569.230564,20190407181705
WOLLO,WLO,1348048.6323,0.031308105615400005,43057496.0,2120.51991042,20190407181705
Maincoin,MNC,1346943.81928,0.0141312110921,95316941.3788,52038.5478566,20190407181705
Flixxo,FLIXX,1342514.50125,0.0168607453184,79623674.7487,1745.46657332,20190407181705
Kore,KORE,1337177.98474,0.620464292504,2155124.80073,8476.62393272,20190407181705
UNIVERSAL CASH,UCASH,1322652.90387,0.000148979691674,8878075186.0,99790.411091,20190407181705
Memetic / Pep...,MEME,1310116.2351,0.0438549911706,29873822.7995,29123.9386946,20190407181705
Qredit,XQR,1304277.9774,0.00244149996605,534211753.24,2560.87343883,20190407181705
Swarm City,SWT,1293142.96363,0.152620627943,8472923.88359,10039.8996329,20190407181705
Truegame,TGAME,1292631.63925,0.0156539433947,82575464.0,58587.1964048,20190407181705
DNotes,NOTE,1292351.19061,0.009569904999729999,135043262.252,72938.2776606,20190407181705
